"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200430_20200514.csv"
"C","Report for: 04/30/2020 - 05/14/2020"
"C","Report generated: 06/18/2021 11:44:01 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","04/30/2020","01",9839.5
"D","04/30/2020","02",9530.81
"D","04/30/2020","03",9553.29
"D","04/30/2020","04",9542.3
"D","04/30/2020","05",9620.45
"D","04/30/2020","06",9998.33
"D","04/30/2020","07",10714.55
"D","04/30/2020","08",11675.87
"D","04/30/2020","09",12440.28
"D","04/30/2020","10",12954.7
"D","04/30/2020","11",13265.37
"D","04/30/2020","12",13421.4
"D","04/30/2020","13",13432.59
"D","04/30/2020","14",13364.81
"D","04/30/2020","15",12946.62
"D","04/30/2020","16",12472.26
"D","04/30/2020","17",12608.28
"D","04/30/2020","18",13043.67
"D","04/30/2020","19",13170.46
"D","04/30/2020","20",13098.75
"D","04/30/2020","21",12807.12
"D","04/30/2020","22",12076.0
"D","04/30/2020","23",11334.0
"D","04/30/2020","24",10578.05
"D","05/01/2020","01",10000.52
"D","05/01/2020","02",9314.21
"D","05/01/2020","03",9090.03
"D","05/01/2020","04",9036.53
"D","05/01/2020","05",9441.77
"D","05/01/2020","06",9728.55
"D","05/01/2020","07",10474.49
"D","05/01/2020","08",11411.7
"D","05/01/2020","09",12128.2
"D","05/01/2020","10",12267.91
"D","05/01/2020","11",12324.82
"D","05/01/2020","12",12386.92
"D","05/01/2020","13",12119.35
"D","05/01/2020","14",11598.12
"D","05/01/2020","15",11246.22
"D","05/01/2020","16",11034.12
"D","05/01/2020","17",11183.5
"D","05/01/2020","18",11759.17
"D","05/01/2020","19",12069.41
"D","05/01/2020","20",12162.63
"D","05/01/2020","21",12128.26
"D","05/01/2020","22",11499.54
"D","05/01/2020","23",10737.95
"D","05/01/2020","24",9967.99
"D","05/02/2020","01",9546.55
"D","05/02/2020","02",9455.09
"D","05/02/2020","03",8950.97
"D","05/02/2020","04",8864.37
"D","05/02/2020","05",8916.1
"D","05/02/2020","06",9153.5
"D","05/02/2020","07",9408.75
"D","05/02/2020","08",9265.74
"D","05/02/2020","09",9134.05
"D","05/02/2020","10",9112.8
"D","05/02/2020","11",8932.4
"D","05/02/2020","12",8855.49
"D","05/02/2020","13",8755.95
"D","05/02/2020","14",8581.51
"D","05/02/2020","15",8513.73
"D","05/02/2020","16",8683.22
"D","05/02/2020","17",9505.98
"D","05/02/2020","18",10452.22
"D","05/02/2020","19",11111.0
"D","05/02/2020","20",11386.82
"D","05/02/2020","21",11567.89
"D","05/02/2020","22",11008.16
"D","05/02/2020","23",10286.79
"D","05/02/2020","24",9547.97
"D","05/03/2020","01",9061.28
"D","05/03/2020","02",8805.08
"D","05/03/2020","03",8584.15
"D","05/03/2020","04",8494.47
"D","05/03/2020","05",9000.54
"D","05/03/2020","06",8805.4
"D","05/03/2020","07",8957.14
"D","05/03/2020","08",9156.2
"D","05/03/2020","09",9307.58
"D","05/03/2020","10",9284.85
"D","05/03/2020","11",9034.1
"D","05/03/2020","12",9007.08
"D","05/03/2020","13",9060.09
"D","05/03/2020","14",9264.87
"D","05/03/2020","15",9213.0
"D","05/03/2020","16",9226.2
"D","05/03/2020","17",9503.21
"D","05/03/2020","18",10615.16
"D","05/03/2020","19",11439.65
"D","05/03/2020","20",11740.23
"D","05/03/2020","21",11956.7
"D","05/03/2020","22",11339.56
"D","05/03/2020","23",10445.35
"D","05/03/2020","24",9598.9
"D","05/04/2020","01",9146.44
"D","05/04/2020","02",9123.92
"D","05/04/2020","03",8916.61
"D","05/04/2020","04",8633.57
"D","05/04/2020","05",8976.46
"D","05/04/2020","06",9344.0
"D","05/04/2020","07",9943.39
"D","05/04/2020","08",10561.42
"D","05/04/2020","09",10595.02
"D","05/04/2020","10",10369.49
"D","05/04/2020","11",9999.38
"D","05/04/2020","12",10227.07
"D","05/04/2020","13",10880.18
"D","05/04/2020","14",11303.85
"D","05/04/2020","15",11232.95
"D","05/04/2020","16",11256.66
"D","05/04/2020","17",11508.63
"D","05/04/2020","18",12075.98
"D","05/04/2020","19",12259.05
"D","05/04/2020","20",12197.35
"D","05/04/2020","21",12129.27
"D","05/04/2020","22",11430.16
"D","05/04/2020","23",10529.05
"D","05/04/2020","24",9762.29
"D","05/05/2020","01",9414.68
"D","05/05/2020","02",9080.8
"D","05/05/2020","03",8882.63
"D","05/05/2020","04",9107.14
"D","05/05/2020","05",9290.99
"D","05/05/2020","06",9638.69
"D","05/05/2020","07",10112.41
"D","05/05/2020","08",10571.08
"D","05/05/2020","09",10455.33
"D","05/05/2020","10",10012.96
"D","05/05/2020","11",9721.68
"D","05/05/2020","12",9664.56
"D","05/05/2020","13",9632.14
"D","05/05/2020","14",9553.98
"D","05/05/2020","15",9444.63
"D","05/05/2020","16",9529.08
"D","05/05/2020","17",10138.84
"D","05/05/2020","18",11153.2
"D","05/05/2020","19",11849.49
"D","05/05/2020","20",12065.9
"D","05/05/2020","21",12201.96
"D","05/05/2020","22",11577.72
"D","05/05/2020","23",10706.07
"D","05/05/2020","24",9887.56
"D","05/06/2020","01",9334.73
"D","05/06/2020","02",9002.32
"D","05/06/2020","03",9121.9
"D","05/06/2020","04",9179.18
"D","05/06/2020","05",9426.63
"D","05/06/2020","06",9715.15
"D","05/06/2020","07",10419.72
"D","05/06/2020","08",10792.91
"D","05/06/2020","09",10803.68
"D","05/06/2020","10",10660.51
"D","05/06/2020","11",10684.8
"D","05/06/2020","12",10676.74
"D","05/06/2020","13",10411.78
"D","05/06/2020","14",10515.38
"D","05/06/2020","15",10573.32
"D","05/06/2020","16",10820.36
"D","05/06/2020","17",11559.76
"D","05/06/2020","18",12386.58
"D","05/06/2020","19",12629.29
"D","05/06/2020","20",12592.51
"D","05/06/2020","21",12383.7
"D","05/06/2020","22",11697.05
"D","05/06/2020","23",10804.78
"D","05/06/2020","24",9991.47
"D","05/07/2020","01",9420.91
"D","05/07/2020","02",9515.42
"D","05/07/2020","03",9451.4
"D","05/07/2020","04",9417.55
"D","05/07/2020","05",9630.1
"D","05/07/2020","06",9993.25
"D","05/07/2020","07",10385.88
"D","05/07/2020","08",10800.02
"D","05/07/2020","09",10545.58
"D","05/07/2020","10",10190.04
"D","05/07/2020","11",10232.49
"D","05/07/2020","12",10290.13
"D","05/07/2020","13",10408.3
"D","05/07/2020","14",10293.78
"D","05/07/2020","15",10239.65
"D","05/07/2020","16",10343.89
"D","05/07/2020","17",10388.41
"D","05/07/2020","18",11159.78
"D","05/07/2020","19",11763.84
"D","05/07/2020","20",11989.88
"D","05/07/2020","21",12108.44
"D","05/07/2020","22",11512.26
"D","05/07/2020","23",10721.77
"D","05/07/2020","24",10052.06
"D","05/08/2020","01",9682.01
"D","05/08/2020","02",9789.71
"D","05/08/2020","03",9705.28
"D","05/08/2020","04",9693.73
"D","05/08/2020","05",9892.26
"D","05/08/2020","06",10312.45
"D","05/08/2020","07",10454.45
"D","05/08/2020","08",10537.23
"D","05/08/2020","09",10635.26
"D","05/08/2020","10",10540.59
"D","05/08/2020","11",10502.13
"D","05/08/2020","12",10386.48
"D","05/08/2020","13",10358.87
"D","05/08/2020","14",10769.97
"D","05/08/2020","15",11219.53
"D","05/08/2020","16",11447.67
"D","05/08/2020","17",11710.82
"D","05/08/2020","18",12249.35
"D","05/08/2020","19",12482.57
"D","05/08/2020","20",12504.37
"D","05/08/2020","21",12284.9
"D","05/08/2020","22",11649.71
"D","05/08/2020","23",10854.24
"D","05/08/2020","24",10054.52
"D","05/09/2020","01",9729.72
"D","05/09/2020","02",9477.95
"D","05/09/2020","03",9296.07
"D","05/09/2020","04",9258.83
"D","05/09/2020","05",9364.55
"D","05/09/2020","06",9417.65
"D","05/09/2020","07",9771.88
"D","05/09/2020","08",10237.95
"D","05/09/2020","09",10704.14
"D","05/09/2020","10",10777.32
"D","05/09/2020","11",10541.3
"D","05/09/2020","12",10621.72
"D","05/09/2020","13",10652.02
"D","05/09/2020","14",10595.01
"D","05/09/2020","15",10491.58
"D","05/09/2020","16",10328.24
"D","05/09/2020","17",10663.94
"D","05/09/2020","18",11476.43
"D","05/09/2020","19",12174.67
"D","05/09/2020","20",12496.72
"D","05/09/2020","21",12699.74
"D","05/09/2020","22",12180.35
"D","05/09/2020","23",11459.49
"D","05/09/2020","24",10691.55
"D","05/10/2020","01",10308.86
"D","05/10/2020","02",9994.61
"D","05/10/2020","03",9763.42
"D","05/10/2020","04",9695.0
"D","05/10/2020","05",9740.33
"D","05/10/2020","06",9881.58
"D","05/10/2020","07",10034.4
"D","05/10/2020","08",10082.12
"D","05/10/2020","09",10261.36
"D","05/10/2020","10",10347.79
"D","05/10/2020","11",10281.85
"D","05/10/2020","12",10198.74
"D","05/10/2020","13",10257.64
"D","05/10/2020","14",9945.25
"D","05/10/2020","15",9490.98
"D","05/10/2020","16",9497.51
"D","05/10/2020","17",9916.74
"D","05/10/2020","18",10534.37
"D","05/10/2020","19",11163.62
"D","05/10/2020","20",11474.32
"D","05/10/2020","21",11691.6
"D","05/10/2020","22",11207.7
"D","05/10/2020","23",10479.04
"D","05/10/2020","24",10000.58
"D","05/11/2020","01",9250.99
"D","05/11/2020","02",9129.62
"D","05/11/2020","03",8988.91
"D","05/11/2020","04",9036.78
"D","05/11/2020","05",9300.22
"D","05/11/2020","06",9647.82
"D","05/11/2020","07",10352.03
"D","05/11/2020","08",10721.12
"D","05/11/2020","09",10671.62
"D","05/11/2020","10",10480.41
"D","05/11/2020","11",10836.95
"D","05/11/2020","12",11433.5
"D","05/11/2020","13",12067.22
"D","05/11/2020","14",12087.3
"D","05/11/2020","15",11717.08
"D","05/11/2020","16",11491.34
"D","05/11/2020","17",11775.23
"D","05/11/2020","18",12477.79
"D","05/11/2020","19",12669.32
"D","05/11/2020","20",12557.67
"D","05/11/2020","21",12369.64
"D","05/11/2020","22",11722.58
"D","05/11/2020","23",10849.61
"D","05/11/2020","24",10187.68
"D","05/12/2020","01",9920.82
"D","05/12/2020","02",9691.57
"D","05/12/2020","03",9305.58
"D","05/12/2020","04",9267.88
"D","05/12/2020","05",9507.68
"D","05/12/2020","06",10060.71
"D","05/12/2020","07",10603.15
"D","05/12/2020","08",10975.34
"D","05/12/2020","09",10897.74
"D","05/12/2020","10",10665.94
"D","05/12/2020","11",10677.26
"D","05/12/2020","12",10973.17
"D","05/12/2020","13",10571.86
"D","05/12/2020","14",10262.72
"D","05/12/2020","15",10051.54
"D","05/12/2020","16",10177.63
"D","05/12/2020","17",10537.65
"D","05/12/2020","18",11471.86
"D","05/12/2020","19",12116.13
"D","05/12/2020","20",12354.12
"D","05/12/2020","21",12500.21
"D","05/12/2020","22",11908.51
"D","05/12/2020","23",11043.59
"D","05/12/2020","24",10474.65
"D","05/13/2020","01",9923.37
"D","05/13/2020","02",9632.74
"D","05/13/2020","03",9519.57
"D","05/13/2020","04",9572.99
"D","05/13/2020","05",9831.89
"D","05/13/2020","06",10319.73
"D","05/13/2020","07",10892.69
"D","05/13/2020","08",11172.76
"D","05/13/2020","09",10917.48
"D","05/13/2020","10",10404.88
"D","05/13/2020","11",10088.0
"D","05/13/2020","12",9959.41
"D","05/13/2020","13",9867.39
"D","05/13/2020","14",9712.54
"D","05/13/2020","15",9757.9
"D","05/13/2020","16",9866.05
"D","05/13/2020","17",10434.17
"D","05/13/2020","18",11278.99
"D","05/13/2020","19",11987.41
"D","05/13/2020","20",12238.33
"D","05/13/2020","21",12369.74
"D","05/13/2020","22",11809.61
"D","05/13/2020","23",10918.57
"D","05/13/2020","24",10210.06
"D","05/14/2020","01",9814.86
"D","05/14/2020","02",9467.45
"D","05/14/2020","03",9418.85
"D","05/14/2020","04",9616.79
"D","05/14/2020","05",9649.63
"D","05/14/2020","06",10169.74
"D","05/14/2020","07",10825.78
"D","05/14/2020","08",10888.64
"D","05/14/2020","09",10660.44
"D","05/14/2020","10",10216.1
"D","05/14/2020","11",9899.09
"D","05/14/2020","12",9731.8
"D","05/14/2020","13",9658.53
"D","05/14/2020","14",9547.38
"D","05/14/2020","15",9597.15
"D","05/14/2020","16",9875.04
"D","05/14/2020","17",10233.23
"D","05/14/2020","18",11217.98
"D","05/14/2020","19",11895.24
"D","05/14/2020","20",12085.13
"D","05/14/2020","21",12194.45
"D","05/14/2020","22",11590.6
"D","05/14/2020","23",10660.01
"D","05/14/2020","24",9784.77
"T","360 lines"